Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region,Partner Lists
Tanya,tanya-letshavefuninmd,Let's Have Fun in Md,https://www.instagram.com/letshavefuninmd/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@letshavefuninmd_,,,,,Things to Do,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Tanya Badillo,tanya-badillo,Tanya Badillo,https://www.instagram.com/tanyabadillo,Video - Instagram,,,,,,,"Travel, Outdoors, Identity/Belonging","Seattle, WA","Social Issues, Lifestyle & Personal Life",Seattle,WA,US,West,
Tanzina Vega,tanzina-vega,The New Middle,https://tanzina.substack.com/,Newsletter - Substack,,,,,,,"Politics, Culture","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast,
Tara,tara,Tara,https://www.instagram.com/daysinthedistrict_ig/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@daysinthedistrict_ig,Social - BlueSky,https://bsky.app/profile/taradublinrocks.com,,,Travel,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Tara Kangarlou,tara-kangarlou,Tara Kangarlou,https://www.instagram.com/tarakangarlou/,Social - Instagram,,,,,,,"World, Human Rights",National - US,"Social Issues, General News",,,US,National,
Tara Palmeri,tara-palmeri,The Red Letter,https://www.tarapalmeri.com,Newsletter - Substack,Video - YouTube,https://www.youtube.com/@tarapalmeri,Social - BlueSky,https://bsky.app/profile/tarapalmeri.bsky.social,,,"Politics, Media/Power","Washington, DC","Power & Politics, Culture & Media",Washington,DC,US,Mid-Atlantic,
Tara Parker-Pope,tara-parker-pope,One Day Better,https://substack.com/@taraparkerpope,Newsletter - Substack,,,,,,,Health/Wellness,National - US,Science Health & Environment,,,US,National,
Tara Powell-Blackwell,tara-powell-blackwell,MissPtv,http://linkedin.com/tarapblackwellmba,Social - LinkedIn,Video - Instagram,http://instagram.com/misstp90,,,,,"Tech, Lifestyle",North Carolina - US,"Money & Work, Lifestyle & Personal Life",,NC,US,South,
Tarric Brooker,tarric-brooker,Burnout Economics,https://www.burnouteconomics.com,Newsletter - Substack,,,,,,,Urban Planning,,Civic Life,,,,,
Taryn Finley,taryn-finley,,https://letsstayconnected.substack.com,Newsletter - Substack,Social - Twitter / X,https://x.com/_TARYNitUP,Social - Instagram,https://instagram.com/_tarynitup,,,Culture,"Brooklyn, NY",Culture & Media,Brooklyn,NY,US,Northeast,
Tatum Hunter,tatum-hunter,Tatum Hunter,https://bytatumhunter.substack.com,Newsletter - Substack,,,,,,,Politics,"Washington, DC",Power & Politics,Washington,DC,US,Mid-Atlantic,
Tatyana Arrington ,tatyana-arrington,What The Film,https://www.instagram.com/whatthefilmshow_,Video - Instagram,Video - Instagram,https://www.instagram.com/xotatyana,,,,,Sports,"Chicago, IL",Lifestyle & Personal Life,Chicago,IL,US,Midwest,
Taya Graham,taya-graham,Police Accountability Report,https://www.youtube.com/@PoliceAccountabilityReport,Video - YouTube,,,,,,,"Government Accountability, Investigative","Baltimore, MD","Power & Politics, Journalism Formats",Baltimore,MD,US,South,
Taylor Dahlin,taylor-dahlin,Taylor Dahlin,https://taylordahlin.com/,Website,Social - LinkedIn,https://www.linkedin.com/in/taylordahlin/,Social - Twitter / X,https://x.com/taylordahlin,Social - BlueSky,https://bsky.app/profile/taylordahlin.com,Local,"Minneapolis, MN",Civic Life,Minneapolis,MN,US,Midwest,
Taylor Justin,taylor-justin,The Haute Seeker,https://thehauteseeker.com,Website,,,,,,,"Things to Do, Restaurants and bars, Lifestyle, Food, Fashion, Design, Culture, Local","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Taylor Lorenz,taylor-lorenz,UserMag,https://www.usermag.co,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/taylorlorenz.bsky.social,,,,,Internet Culture,National - US,Culture & Media,,,US,National,
Te-Erika Patterson,te-erika-patterson,The Feisty News for Women,https://www.tiktok.com/@te_erika,Video - TikTok,Social - Instagram,https://www.instagram.com/te_erika/,Video - YouTube,https://www.youtube.com/@te_erika,,,Gender,"Chicago, IL",Social Issues,Chicago,IL,US,Midwest,
Ted Gioia,ted-gioia,The Honest Broker,https://www.honest-broker.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/tedgioia.bsky.social,,,,,"Books/Writing, Art, Music","San Francisco, CA",Culture & Media,San Francisco,CA,US,West,
Ted Williams,ted-williams,Tiny Money,https://tinymoney.com,Newsletter - Beehiiv,,,,,,,"Careers, Local","Charlotte, NC","Civic Life, Money & Work",Charlotte,NC,US,South,
Teddy Ostrow,teddy-ostrow,The Upsurge,https://theupsurge.substack.com,Newsletter - Substack,Podcast,https://therealnews.com/the-upsurge,Social - BlueSky,https://bsky.app/profile/teddyostrow.bsky.social,,,Labor/Workers Rights,"New York, NY",Money & Work,New York,NY,US,Northeast,
Teddy Wilson,teddy-wilson,,https://www.radicalreports.org,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/reportbywilson.bsky.social,,,,,Politics,,Power & Politics,,,,,
Teiva Harsanyi,teiva-harsanyi,The Coder Cafe,https://read.thecoder.cafe/,Newsletter - Substack,,,,,,,Tech,,Money & Work,,,,,
Terry Moran,terry-moran,Real Patriotism,https://realpatriotism.com,Website,Newsletter - Substack,https://terrymoran.substack.com,Video - YouTube,https://www.youtube.com/@RealPatriotism,,,"Politics, Government Accountability",National - US,Power & Politics,,,US,National,
The Bigs,the-bigs,The Bigs,https://www.thebigs.us,Website,,,,,,,"Local, Sports","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
The Hill Is Home,the-hill-is-home,The Hill Is Home,https://www.instagram.com/thehillishome,Video - Instagram,,,,,,,Local,"Washington, DC",Civic Life,Washington,DC,US,Mid-Atlantic,
The Hyattsville Wire,the-hyattsville-wire,The Hyattsville Wire,https://www.instagram.com/hyattsvillewire,Video - Instagram,Social - Facebook,https://www.facebook.com/hyattsvillewire/,,,,,Local,Maryland - US,Civic Life,,MD,US,South,
The JAAM,the-jaam,The JAAM,https://thejaampod.com,Podcast,Social - TikTok,https://www.tiktok.com/@thejaampod,,,,,"Politics, Local","Chicago, IL","Power & Politics, Civic Life",Chicago,IL,US,Midwest,
The Other DC,the-other-dc,The Other DC,https://www.instagram.com/theotherdc/,Social - Instagram,,,,,,,Photography,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
The Pudding,the-pudding,The Pudding,https://pudding.cool,Chat - SMS,Social - BlueSky,https://bsky.app/profile/puddingviz.bsky.social,,,,,Data Visualization,National - US,Journalism Formats,,,US,National,
Theo Henderson,theo-henderson,We The Unhoused,https://podcasts.apple.com/us/podcast/we-the-unhoused/id1490017575,Podcast,,,,,,,"Activism, Housing","Los Angeles, CA","Social Issues, Civic Life",Los Angeles,CA,US,West,
Theo Lloyd-Hughes,theo-lloyd-hughes,Theo Lloyd-Hughes,https://bsky.app/profile/theolloydhughes.bsky.social,Social - BlueSky,,,,,,,Sports,"New Orleans, LA",Lifestyle & Personal Life,New Orleans,LA,US,South,
Theresa Goodrich,theresa-goodrich,Living Landmarks Of Chicago,https://chicagolandmarks.substack.com,Newsletter - Substack,,,,,,,"Culture, Architecture, Local, History, Things to Do","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Thinking Basketball,thinking-basketball,Thinking Basketball,https://www.thinkingbasketball.net,Podcast,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National,
Thomas des Garets Geddes,thomas-geddes,Sinification,https://www.sinification.org/,Newsletter - Substack,,,,,,,Foreign Policy,United Kingdom,Power & Politics,,,GB,International,
Thomas Goetz,thomas-goetz,Drug Story,https://www.drugstory.co/,Podcast,Social - Twitter / X,https://x.com/tgoetz,Newsletter - Substack,https://podcasts.apple.com/us/podcast/drug-story/id1852858415,Social - BlueSky,https://bsky.app/profile/thgoetz.bsky.social,Health/Wellness,"San Francisco, CA",Science Health & Environment,San Francisco,CA,US,West,
Thomas Hochman,thomas-hochman,Green Tape,https://www.greentape.pub/,Newsletter - Substack,,,,,,,Climate/Environment,"Washington, DC",Science Health & Environment,Washington,DC,US,Mid-Atlantic,
Thomas Zimmer,thomas-zimmer,Democracy Americana,https://steady.page/en/democracyamericana/posts,Website,Social - BlueSky,https://bsky.app/profile/thomaszimmer.bsky.social,,,,,History,Germany,Culture & Media,,,DE,International,
Thor Benson,thor-benson,Madness,https://madness.ghost.io,Newsletter - Ghost,Video - YouTube,https://www.youtube.com/@readmadness,,,,,"Politics, Tech",National - US,"Power & Politics, Money & Work",,,US,National,
Tiffany A. Yu,tiffany-a-yu,Disabled and Well,https://www.tiktok.com/@imtiffanyyu,Video - TikTok,,,,,,,"Identity/Belonging, Activism","Los Angeles, CA",Social Issues,Los Angeles,CA,US,West,
Tiffany Aliche,tiffany-aliche,The Budgetnista,https://www.instagram.com/thebudgetnista,Video - Instagram,Social - Twitter / X,https://x.com/TheBudgetnista,,,,,Personal Finance,National - US,Money & Work,,,US,National,
Tiffany Grant,tiffany-grant,Money Talk With Tiff,https://moneytalkwitht.com,Website,,,,,,,Personal Finance,"Greensboro, NC",Money & Work,Greensboro,NC,US,South,
Tiffany Higgins,tiffany-higgins,Tiffany Higgins,https://www.noosphere.app/author/tiffany/,Video - Noosphere,Website,https://tiffanyhiggins.com,,,,,"Climate/Environment, Human Rights","Oakland, CA","Social Issues, Science Health & Environment",Oakland,CA,US,West,
Tiffany Janzen,tiffany-janzen,Tiff in Tech,https://www.instagram.com/tiffintech,Video - Instagram,,,,,,,"Science, Tech",Canada,"Science Health & Environment, Money & Work",,,CA,International,
Tim Dillon,tim-dillon,The Tim Dillon Show,https://www.timdilloncomedy.com,Podcast,,,,,,,Comedy,"Los Angeles, CA",Culture & Media,Los Angeles,CA,US,West,
Tim Dodd,tim-dodd,Everyday Astronaut,https://www.youtube.com/@EverydayAstronaut,Video - YouTube,Social - Twitter / X,https://twitter.com/Erdayastronaut,,,,,Science,National - US,Science Health & Environment,,,US,National,
Tim Ebner,tim-ebner,Tim Ebner,https://www.instagram.com/ebnert/,Social - Instagram,Social - Twitter / X,https://x.com/ebnert,Social - LinkedIn,https://www.linkedin.com/in/timebner/,Social - BlueSky,https://bsky.app/profile/timebner.bsky.social,Restaurants and bars,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Tim Foley,tim-foley,Caitlin's Newsletter,https://www.caitlinjohnst.one,Newsletter - Substack,,,,,,,"Politics, Foreign Policy",Australia,Power & Politics,,,AU,International,
Tim Mak,tim-mak,The Counteroffensive,https://www.counteroffensive.news,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/timkmak.bsky.social,,,,,World,Ukraine,General News,,,UA,International,
Tim Pool,tim-pool,Timcast,https://www.youtube.com/@Timcast,Video - YouTube,,,,,,,"Politics, Culture",National - US,"Power & Politics, Culture & Media",,,US,National,
Tim Trudell,tim-trudell,Tim Trudell,https://thewalkingtourists.com/tim-trudell-freelance-writer-author,Website,,,,,,,Travel,"Omaha, NE",Lifestyle & Personal Life,Omaha,NE,US,Midwest,Institute_for_Independent_Journalists
Tim Urban,tim-urban,Wait But Why,https://waitbutwhy.com,Website,,,,,,,Explanatory,"New York, NY",Journalism Formats,New York,NY,US,Northeast,
Timnit Gebru,timnit-gebru,Timnit Gebru,https://x.com/timnitGebru,Social - Twitter / X,,,,,,,Tech,California - US,Money & Work,,CA,US,West,
Timothy B. Lee,timothy-lee,Understanding AI,https://www.understandingai.org/,Newsletter - Substack,,,,,,,Tech,"Washington, DC",Money & Work,Washington,DC,US,Mid-Atlantic,
Timothy Brien,timothy-brien,Timothy Brien,https://timothybrien.substack.com,Newsletter - Substack,,,,,,,Art,"Fredericksburg, VA",Culture & Media,Fredericksburg,VA,US,South,Institute_for_Independent_Journalists
Timothy Snyder,timothy-snyder,Thinking About...,https://snyder.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/timothysnyder.bsky.social,,,,,History,"New Haven, CT",Culture & Media,New Haven,CT,US,Northeast,
Tina Brown,tina-brown,Fresh Hell,https://tinabrown.substack.com,Newsletter - Substack,Social - Twitter / X,https://x.com/TinaBrownLM,Social - BlueSky,https://bsky.app/profile/tinabrownlm.bsky.social,,,Media/Power,"New York, NY",Culture & Media,New York,NY,US,Northeast,
Tina Dunphy,tina-dunphy,Tina Dunphy,https://www.instagram.com/tinaka202/,Social - Instagram,Social - Facebook,https://www.facebook.com/tinaka202/,,,,,Photography,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Tine & Kiefer,tine-kiefer,Tine & Kiefer,https://www.tiktok.com/@tineandkiefer,Social - TikTok,Social - Instagram,https://www.instagram.com/tineandkiefer/,Video - YouTube,https://www.youtube.com/@tineandkiefer,,,Travel,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Tobias Harris,tobias-harris,Observing Japan,https://observingjapan.substack.com,Newsletter - Substack,,,,,,,World,Japan,Power & Politics,,,JP,International,
Tod Maffin,tod-maffin,Far and Wide,https://farandwide.news,Newsletter - Beehiiv,Social - BlueSky,https://bsky.app/profile/todmaffin.com,,,,,"Politics, Culture","Nanaimo, BC, Canada","Power & Politics, Culture & Media",Nanaimo,"BC, Canada",,,
Todd Miller,todd-miller,The Border Chronicle,https://theborderchronicle.substack.com,Newsletter - Substack,,,,,,,Immigration,"Tucson, AZ",Social Issues,Tucson,AZ,US,West,
Todd Moss,todd-moss,Eat More Electrons,https://toddmoss.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/toddzilla72.bsky.social,,,,,Climate/Environment,"Washington, DC",Science Health & Environment,Washington,DC,US,Mid-Atlantic,
Tom Bueno,tom-bueno,Um Diabético,https://umdiabetico.com.br,Website,Video - YouTube,https://www.youtube.com/channel/UCMn6jU8_Wci70DCxbghAFYA,Social - TikTok,https://www.tiktok.com/@tom_bueno,,,Health/Wellness,Brazil,Science Health & Environment,,,BR,International,Global_South_World
Tom Lobianco,tom-lobianco,24 Sight News,https://www.linkedin.com/in/tomlobianco,Newsletter - Substack,Social - Twitter / X,https://x.com/tomlobianco,,,,,Politics,"Washington, DC",Power & Politics,Washington,DC,US,Mid-Atlantic,
Tom Martin,tom-martin,LawDroid,https://lawdroid.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/lawdroid.bsky.social,,,,,"Law/Legal Issues, Politics, Tech",Canada,"Power & Politics, Money & Work",,,CA,International,
Tom Nicholas,tom-nicholas,Tom Nicholas,https://www.youtube.com/@Tom_Nicholas,Video - YouTube,,,,,,,"Politics, History",United Kingdom,"Power & Politics, Culture & Media",,,GB,International,
Tom Shroder,tom-shroder,,https://tomshroder.substack.com/,Newsletter - Substack,Website,https://tomshroder.com/,,,,,Tech,,Money & Work,,,,,
Tom Sietsema,tom-sietsema,Next Course with Tom Sietsema,https://nextcourse.beehiiv.com/,Newsletter - Beehiiv,Social - Instagram,https://www.instagram.com/tomsietsema/,Social - Twitter / X,https://x.com/tomsietsema,Social - BlueSky,https://bsky.app/profile/tomsietsema.bsky.social,Food,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Tomas Pueyo,tomas-pueyo,Uncharted Territories,https://unchartedterritories.tomaspueyo.com/,Newsletter - Substack,,,,,,,Tech,,Money & Work,,,,,
Tommy Geoco,tommy-geoco,Designer Tom,https://www.tiktok.com/@designertom,Video - TikTok,,,,,,,Tech,National - US,Money & Work,,,US,National,
Tommy Tomlinson,tommy-tomlinson,The Writing Shed,https://tommytomlinson.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/tommytomlinson.bsky.social,,,,,"Culture, Local, Books/Writing","Charlotte, NC","Civic Life, Culture & Media",Charlotte,NC,US,South,
Tomo Chien,tomo-chien,Morning Trojan,https://morningtrojan.com,Newsletter - Beehiiv,,,,,,,"Local, Education","Los Angeles, CA",Civic Life,Los Angeles,CA,US,West,
Tonatiuh Higareda,tonatiuh-higareda,Tonatiuh Higareda,https://www.instagram.com/tonatiuhhigareda,Social - Instagram,,,,,,,"Travel, Food","Mexico City, Mexico",Lifestyle & Personal Life,Mexico City,,MX,International,
Toni McLellan,toni-mclellan,,https://www.heywordpecker.com,Newsletter - Substack,,,,,,,Comedy,,Culture & Media,,,,,
Tony Case,tony-case,Workwire,https://workwire.substack.com,Newsletter - Substack,,,,,,,"Business, Careers",Massachusetts - US,Money & Work,,MA,US,Northeast,
Tony Chen,tony-chen,Setups AI,https://www.instagram.com/setupsai,Video - Instagram,,,,,,,Tech,National - US,Money & Work,,,US,National,
Tony Mecia,tony-mecia,The Charlotte Ledger,https://www.thecharlotteledger.com,Newsletter - Substack,,,,,,,Local,"Charlotte, NC",Civic Life,Charlotte,NC,US,South,
Tony P.,tony-p,Tony P in DC,https://www.instagram.com/_tonypindc,Video - Instagram,,,,,,,Day in a Life,"Washington, DC",Journalism Formats,Washington,DC,US,Mid-Atlantic,
Tory Lysik,tory-lysik,Recovered Factory,https://recoveredfactory.net/en,Newsletter - Other,,,,,,,"Data Visualization, History","New York, NY","Culture & Media, Journalism Formats",New York,NY,US,Northeast,
TP Huang,tp-huang,China Tech Talk,https://tphuang.substack.com/,Newsletter - Substack,,,,,,,Tech,,Money & Work,,,,,
Traci Thomas,traci-thomas,The Stacks,https://thestackspodcast.com,Podcast,,,,,,,Books/Writing,"Los Angeles, CA",Culture & Media,Los Angeles,CA,US,West,
Tracy Pearson,tracy-pearson,Dr. Tracy Explains,https://drtracyexplains.substack.com/,Newsletter - Substack,Video - YouTube,https://www.youtube.com/@TracyExplains,,,,,"Law/Legal Issues, Politics, Culture","Washington, DC","Power & Politics, Culture & Media",Washington,DC,US,Mid-Atlantic,Institute_for_Independent_Journalists
